"frame","seconds","leftfemurX","leftfemurY","leftfemurZ","rightfemurX","rightfemurY","rightfemurZ","waistX","waistY","waistZ","upperspineX","upperspineY","upperspineZ","rightshoulderX","rightshoulderY","rightshoulderZ","rightelbowX","rightelbowY","rightelbowZ","rightwristX","rightwristY","rightwristZ","leftshoulderX","leftshoulderY","leftshoulderZ","leftelbowX","leftelbowY","leftelbowZ","leftwristX","leftwristY","leftwristZ","neckX","neckY","neckZ","headbaseX","headbaseY","headbaseZ","sphnosetipX","sphnosetipY","sphnosetipZ","sphheadtopX","sphheadtopY","sphheadtopZ"
10,0.333,-12.77,-0.14,113.89,12.77,-0.14,113.94,-0.03,0.06,130.96,-0.17,0.40,149.37,18.27,2.84,168.10,26.83,16.81,141.13,4.25,19.59,161.14,-18.76,3.05,165.89,-23.60,-2.66,135.23,-8.17,22.49,128.40,-0.51,1.07,171.78,-0.66,1.33,177.68,-0.67,19.29,187.16,-1.70,9.06,209.27
11,0.367,-12.77,-0.14,113.89,12.77,-0.14,113.94,-0.03,0.07,130.96,-0.18,0.41,149.37,18.24,2.90,168.13,26.83,17.17,141.33,4.33,19.36,161.50,-18.78,3.08,165.86,-23.59,-2.66,135.21,-8.14,22.49,128.37,-0.54,1.10,171.78,-0.70,1.37,177.68,-0.73,19.34,187.14,-1.79,9.14,209.26
12,0.400,-12.77,-0.14,113.89,12.77,-0.14,113.94,-0.03,0.07,130.96,-0.18,0.41,149.37,18.24,2.92,168.12,26.80,17.16,141.29,4.25,19.40,161.40,-18.78,3.07,165.86,-23.57,-2.67,135.20,-8.13,22.49,128.37,-0.54,1.10,171.78,-0.70,1.37,177.68,-0.74,19.34,187.13,-1.80,9.15,209.26
13,0.433,-12.77,-0.14,113.89,12.77,-0.14,113.94,-0.03,0.06,130.96,-0.18,0.41,149.37,18.22,2.97,168.09,26.71,17.18,141.22,3.98,19.50,161.11,-18.78,3.07,165.85,-23.55,-2.67,135.19,-8.12,22.49,128.36,-0.54,1.10,171.78,-0.71,1.37,177.68,-0.75,19.34,187.13,-1.82,9.15,209.26
14,0.467,-12.77,-0.14,113.89,12.77,-0.14,113.94,-0.03,0.06,130.96,-0.18,0.41,149.37,18.20,3.06,168.05,26.54,17.25,141.12,3.52,19.65,160.67,-18.78,3.06,165.85,-23.53,-2.69,135.18,-8.11,22.49,128.36,-0.54,1.10,171.78,-0.71,1.37,177.68,-0.76,19.34,187.13,-1.83,9.15,209.26
15,0.500,-12.77,-0.14,113.89,12.77,-0.14,113.94,-0.03,0.06,130.96,-0.19,0.41,149.37,18.17,3.16,168.00,26.50,17.15,140.97,3.16,19.76,160.12,-18.79,3.05,165.84,-23.51,-2.70,135.17,-8.11,22.49,128.35,-0.56,1.10,171.78,-0.72,1.37,177.68,-0.79,19.34,187.13,-1.87,9.15,209.25
16,0.533,-12.77,-0.14,113.89,12.77,-0.14,113.94,-0.03,0.06,130.96,-0.18,0.41,149.37,18.16,3.18,167.96,27.00,16.51,140.76,3.40,19.64,159.50,-18.79,3.04,165.83,-23.49,-2.71,135.16,-8.10,22.48,128.35,-0.56,1.09,171.78,-0.73,1.37,177.68,-0.80,19.34,187.13,-1.88,9.15,209.25
17,0.567,-12.77,-0.14,113.89,12.77,-0.14,113.94,-0.03,0.06,130.96,-0.19,0.40,149.37,18.15,3.16,167.94,27.81,15.62,140.61,4.01,19.37,158.99,-18.80,3.03,165.82,-23.47,-2.73,135.15,-8.10,22.48,128.35,-0.56,1.09,171.78,-0.74,1.36,177.68,-0.82,19.34,187.12,-1.91,9.15,209.25
18,0.600,-12.77,-0.14,113.89,12.77,-0.14,113.94,-0.03,0.06,130.96,-0.18,0.40,149.37,18.15,3.12,167.93,28.50,14.80,140.50,4.62,19.10,158.65,-18.79,3.02,165.82,-23.45,-2.74,135.14,-8.09,22.47,128.35,-0.56,1.09,171.78,-0.74,1.36,177.68,-0.84,19.33,187.12,-1.93,9.15,209.25
19,0.633,-12.77,-0.14,113.89,12.77,-0.14,113.94,-0.03,0.06,130.96,-0.18,0.40,149.37,18.15,3.09,167.91,29.07,14.04,140.40,5.19,18.85,158.41,-18.79,3.00,165.81,-23.43,-2.76,135.14,-8.09,22.47,128.35,-0.56,1.08,171.78,-0.74,1.36,177.68,-0.85,19.33,187.12,-1.94,9.14,209.25
20,0.667,-12.77,-0.14,113.89,12.77,-0.14,113.93,-0.03,0.05,130.96,-0.18,0.39,149.37,18.16,3.04,167.90,29.54,13.23,140.29,5.75,18.60,158.26,-18.79,2.99,165.81,-23.41,-2.78,135.13,-8.08,22.47,128.35,-0.56,1.08,171.78,-0.74,1.35,177.68,-0.86,19.32,187.12,-1.95,9.14,209.25
21,0.700,-12.77,-0.14,113.89,12.77,-0.14,113.93,-0.03,0.05,130.96,-0.18,0.38,149.37,18.16,2.97,167.89,29.93,12.24,140.11,6.42,18.30,158.24,-18.79,2.95,165.80,-23.38,-2.81,135.12,-8.08,22.45,128.35,-0.56,1.06,171.78,-0.74,1.33,177.68,-0.89,19.30,187.13,-1.98,9.11,209.25
22,0.733,-12.77,-0.14,113.90,12.77,-0.14,113.93,-0.02,0.05,130.96,-0.17,0.37,149.37,18.16,2.89,167.87,30.20,11.12,139.88,7.17,17.98,158.33,-18.79,2.94,165.80,-23.36,-2.83,135.11,-8.08,22.45,128.35,-0.56,1.05,171.78,-0.75,1.32,177.68,-0.90,19.29,187.13,-1.99,9.10,209.25
23,0.767,-12.77,-0.14,113.89,12.77,-0.14,113.93,-0.03,0.05,130.96,-0.18,0.38,149.37,18.16,2.82,167.85,30.30,10.13,139.65,7.81,17.69,158.50,-18.80,2.94,165.79,-23.35,-2.83,135.10,-8.07,22.45,128.34,-0.57,1.06,171.78,-0.75,1.33,177.68,-0.92,19.30,187.12,-2.01,9.12,209.25
24,0.800,-12.77,-0.14,113.90,12.77,-0.14,113.93,-0.02,0.04,130.96,-0.18,0.37,149.37,18.16,2.77,167.85,30.18,9.56,139.48,8.16,17.51,158.70,-18.80,2.91,165.78,-23.32,-2.86,135.09,-8.07,22.44,128.34,-0.58,1.05,171.78,-0.77,1.32,177.68,-0.95,19.30,187.12,-2.05,9.11,209.25
25,0.833,-12.77,-0.14,113.90,12.77,-0.14,113.93,-0.02,0.04,130.96,-0.17,0.37,149.37,18.16,2.75,167.85,29.87,9.63,139.36,8.10,17.52,158.91,-18.80,2.90,165.78,-23.30,-2.87,135.08,-8.06,22.43,128.34,-0.57,1.04,171.78,-0.76,1.31,177.68,-0.95,19.28,187.12,-2.05,9.09,209.25
26,0.867,-12.77,-0.14,113.90,12.77,-0.14,113.93,-0.02,0.04,130.96,-0.18,0.36,149.37,18.16,2.78,167.86,29.29,10.26,139.30,7.68,17.68,159.20,-18.80,2.88,165.77,-23.28,-2.89,135.07,-8.06,22.43,128.34,-0.58,1.03,171.78,-0.77,1.31,177.68,-0.98,19.28,187.12,-2.08,9.09,209.25
27,0.900,-12.77,-0.14,113.90,12.77,-0.14,113.93,-0.02,0.03,130.96,-0.17,0.35,149.37,18.17,2.80,167.88,28.54,11.22,139.29,7.05,17.92,159.57,-18.79,2.85,165.77,-23.26,-2.92,135.07,-8.05,22.41,128.35,-0.57,1.01,171.78,-0.76,1.28,177.68,-0.98,19.25,187.13,-2.08,9.05,209.25
28,0.933,-12.77,-0.14,113.90,12.77,-0.14,113.93,-0.02,0.03,130.96,-0.17,0.35,149.37,18.16,2.86,167.90,27.73,12.28,139.35,6.30,18.19,159.93,-18.80,2.84,165.76,-23.24,-2.93,135.06,-8.05,22.41,128.34,-0.58,1.02,171.78,-0.77,1.29,177.68,-1.01,19.26,187.13,-2.11,9.07,209.25
29,0.967,-12.77,-0.14,113.90,12.77,-0.14,113.92,-0.01,0.02,130.96,-0.16,0.33,149.37,18.17,2.88,167.91,27.02,13.20,139.43,5.61,18.40,160.23,-18.78,2.79,165.76,-23.21,-2.97,135.05,-8.04,22.40,128.36,-0.56,0.97,171.78,-0.76,1.24,177.68,-1.01,19.21,187.14,-2.10,9.00,209.25
30,1.000,-12.77,-0.14,113.90,12.77,-0.14,113.93,-0.02,0.03,130.96,-0.17,0.34,149.37,18.14,2.97,167.91,26.53,13.85,139.50,5.04,18.62,160.32,-18.80,2.80,165.75,-23.19,-2.98,135.04,-8.05,22.39,128.35,-0.58,1.00,171.78,-0.78,1.27,177.68,-1.05,19.24,187.13,-2.15,9.04,209.25
31,1.033,-12.77,-0.14,113.90,12.77,-0.14,113.92,-0.02,0.03,130.96,-0.17,0.34,149.37,18.13,3.03,167.90,26.31,14.28,139.57,4.51,18.85,160.10,-18.80,2.79,165.74,-23.17,-2.99,135.03,-8.03,22.39,128.35,-0.58,0.99,171.78,-0.78,1.26,177.68,-1.06,19.23,187.13,-2.17,9.03,209.25
32,1.067,-12.77,-0.14,113.90,12.77,-0.14,113.92,-0.01,0.02,130.96,-0.16,0.33,149.37,18.12,3.11,167.87,26.27,14.57,139.62,4.00,19.08,159.66,-18.80,2.76,165.74,-23.15,-3.02,135.02,-8.03,22.38,128.35,-0.58,0.98,171.78,-0.78,1.25,177.68,-1.08,19.22,187.13,-2.18,9.01,209.25
33,1.100,-12.77,-0.14,113.90,12.77,-0.14,113.92,-0.01,0.02,130.96,-0.16,0.32,149.37,18.10,3.18,167.83,26.38,14.72,139.65,3.64,19.27,159.14,-18.80,2.74,165.74,-23.13,-3.04,135.01,-8.03,22.37,128.35,-0.58,0.97,171.78,-0.78,1.24,177.68,-1.10,19.20,187.13,-2.20,9.00,209.25
34,1.133,-12.77,-0.14,113.91,12.77,-0.14,113.92,-0.01,0.02,130.96,-0.16,0.32,149.37,18.08,3.23,167.79,26.56,14.71,139.65,3.49,19.39,158.73,-18.80,2.73,165.73,-23.11,-3.05,135.00,-8.02,22.37,128.35,-0.58,0.97,171.78,-0.79,1.24,177.68,-1.11,19.21,187.13,-2.22,9.00,209.25
35,1.167,-12.77,-0.14,113.91,12.77,-0.14,113.92,-0.01,0.01,130.96,-0.16,0.31,149.37,18.08,3.21,167.75,26.81,14.52,139.61,3.66,19.37,158.55,-18.80,2.72,165.72,-23.09,-3.05,135.00,-8.01,22.37,128.35,-0.58,0.96,171.78,-0.79,1.23,177.68,-1.11,19.19,187.13,-2.23,8.99,209.25
36,1.200,-12.77,-0.14,113.91,12.77,-0.14,113.91,-0.00,0.00,130.96,-0.14,0.28,149.37,18.09,3.14,167.70,27.21,14.11,139.55,4.15,19.20,158.53,-18.77,2.67,165.73,-23.06,-3.09,135.00,-8.00,22.35,128.37,-0.55,0.91,171.78,-0.76,1.18,177.68,-1.10,19.14,187.15,-2.21,8.91,209.25
37,1.233,-12.77,-0.14,113.91,12.77,-0.14,113.92,-0.01,0.01,130.96,-0.16,0.30,149.37,18.06,3.12,167.65,27.64,13.58,139.46,4.77,19.01,158.57,-18.80,2.68,165.71,-23.05,-3.10,134.98,-8.00,22.35,128.35,-0.58,0.94,171.78,-0.80,1.21,177.68,-1.15,19.18,187.13,-2.26,8.97,209.25
38,1.267,-12.77,-0.14,113.91,12.77,-0.14,113.92,-0.01,0.01,130.96,-0.16,0.30,149.37,18.05,3.06,167.60,28.06,12.98,139.37,5.41,18.79,158.64,-18.80,2.68,165.71,-23.04,-3.10,134.97,-8.00,22.35,128.35,-0.59,0.94,171.78,-0.80,1.21,177.68,-1.17,19.18,187.13,-2.29,8.97,209.25
39,1.300,-12.77,-0.14,113.91,12.77,-0.14,113.91,-0.00,0.00,130.96,-0.14,0.28,149.37,18.07,2.98,167.56,28.36,12.44,139.27,5.94,18.62,158.69,-18.78,2.64,165.71,-23.01,-3.13,134.97,-7.98,22.34,128.36,-0.57,0.91,171.78,-0.78,1.18,177.68,-1.15,19.14,187.14,-2.27,8.92,209.25
40,1.333,-12.77,-0.14,113.91,12.77,-0.14,113.91,-0.00,0.00,130.96,-0.15,0.28,149.37,18.06,2.94,167.54,28.53,11.94,139.16,6.34,18.56,158.70,-18.79,2.64,165.70,-22.99,-3.14,134.96,-7.98,22.33,128.36,-0.57,0.91,171.78,-0.79,1.18,177.68,-1.17,19.14,187.14,-2.29,8.92,209.25
41,1.367,-12.77,-0.14,113.91,12.77,-0.14,113.91,-0.00,0.00,130.96,-0.15,0.28,149.37,18.06,2.90,167.52,28.63,11.38,139.01,6.74,18.53,158.71,-18.79,2.63,165.70,-22.98,-3.15,134.96,-7.97,22.33,128.36,-0.57,0.91,171.78,-0.80,1.18,177.68,-1.18,19.14,187.14,-2.31,8.92,209.25
42,1.400,-12.77,-0.14,113.91,12.77,-0.14,113.91,-0.00,0.00,130.96,-0.15,0.29,149.37,18.05,2.86,167.50,28.67,10.85,138.88,7.10,18.52,158.72,-18.79,2.63,165.69,-22.96,-3.15,134.95,-7.96,22.33,128.35,-0.58,0.91,171.78,-0.80,1.18,177.68,-1.20,19.15,187.14,-2.33,8.93,209.25
43,1.433,-12.77,-0.14,113.91,12.77,-0.14,113.91,-0.00,0.00,130.96,-0.15,0.28,149.37,18.05,2.83,167.49,28.72,10.44,138.78,7.39,18.50,158.73,-18.79,2.62,165.68,-22.95,-3.16,134.94,-7.95,22.33,128.35,-0.58,0.91,171.78,-0.81,1.18,177.68,-1.21,19.15,187.14,-2.34,8.93,209.25
44,1.467,-12.77,-0.14,113.91,12.77,-0.14,113.91,-0.00,0.00,130.96,-0.15,0.28,149.37,18.05,2.81,167.48,28.73,10.23,138.73,7.53,18.49,158.74,-18.79,2.62,165.68,-22.93,-3.16,134.93,-7.94,22.33,128.35,-0.58,0.91,171.78,-0.81,1.18,177.68,-1.22,19.15,187.13,-2.36,8.93,209.24
45,1.500,-12.77,-0.14,113.91,12.77,-0.14,113.91,-0.00,0.00,130.96,-0.15,0.29,149.37,18.04,2.82,167.48,28.72,10.22,138.72,7.54,18.49,158.75,-18.80,2.62,165.67,-22.92,-3.17,134.93,-7.92,22.33,128.35,-0.59,0.92,171.78,-0.82,1.18,177.68,-1.24,19.15,187.13,-2.38,8.93,209.24
46,1.533,-12.77,-0.14,113.91,12.77,-0.14,113.91,-0.00,0.00,130.96,-0.15,0.29,149.37,18.04,2.82,167.48,28.72,10.23,138.72,7.54,18.49,158.76,-18.80,2.62,165.67,-22.90,-3.17,134.92,-7.91,22.33,128.35,-0.59,0.92,171.78,-0.82,1.18,177.68,-1.25,19.15,187.13,-2.39,8.94,209.24
47,1.567,-12.77,-0.14,113.91,12.77,-0.14,113.91,-0.00,0.00,130.96,-0.15,0.29,149.37,18.03,2.82,167.48,28.70,10.24,138.72,7.54,18.49,158.77,-18.80,2.62,165.66,-22.89,-3.17,134.91,-7.90,22.32,128.34,-0.60,0.92,171.78,-0.83,1.18,177.68,-1.26,19.15,187.13,-2.41,8.94,209.24
48,1.600,-12.77,-0.14,113.91,12.77,-0.14,113.91,-0.00,0.00,130.96,-0.15,0.29,149.37,18.03,2.82,167.48,28.71,10.25,138.73,7.54,18.49,158.77,-18.80,2.62,165.65,-22.88,-3.17,134.90,-7.88,22.33,128.34,-0.60,0.92,171.78,-0.84,1.19,177.68,-1.27,19.15,187.13,-2.43,8.94,209.24
49,1.633,-12.77,-0.15,113.91,12.77,-0.14,113.92,-0.01,0.00,130.96,-0.17,0.29,149.37,18.00,2.84,167.49,28.68,10.28,138.74,7.50,18.51,158.78,-18.83,2.62,165.64,-22.88,-3.17,134.89,-7.88,22.33,128.33,-0.64,0.93,171.78,-0.88,1.20,177.68,-1.32,19.17,187.12,-2.49,8.96,209.24
50,1.667,-12.77,-0.15,113.91,12.77,-0.14,113.92,-0.01,0.00,130.96,-0.17,0.29,149.37,17.99,2.84,167.49,28.67,10.27,138.74,7.49,18.51,158.78,-18.84,2.62,165.63,-22.86,-3.18,134.88,-7.87,22.32,128.33,-0.64,0.93,171.78,-0.88,1.20,177.68,-1.33,19.17,187.12,-2.51,8.96,209.24
51,1.700,-12.77,-0.15,113.91,12.77,-0.14,113.92,-0.01,0.00,130.96,-0.17,0.29,149.37,17.99,2.84,167.48,28.65,10.25,138.72,7.49,18.53,158.77,-18.84,2.62,165.63,-22.85,-3.18,134.87,-7.86,22.32,128.33,-0.64,0.93,171.78,-0.89,1.20,177.68,-1.33,19.17,187.12,-2.52,8.97,209.23
52,1.733,-12.77,-0.15,113.91,12.77,-0.14,113.92,-0.01,0.00,130.96,-0.17,0.29,149.37,17.99,2.84,167.48,28.60,10.18,138.68,7.48,18.56,158.72,-18.84,2.59,165.63,-22.84,-3.21,134.87,-7.88,22.32,128.33,-0.65,0.92,171.78,-0.89,1.19,177.68,-1.34,19.16,187.13,-2.52,8.95,209.24
53,1.767,-12.77,-0.15,113.91,12.77,-0.14,113.92,-0.01,0.00,130.96,-0.17,0.28,149.37,17.99,2.82,167.45,28.44,9.90,138.53,7.46,18.66,158.56,-18.84,2.49,165.63,-22.82,-3.30,134.87,-7.96,22.29,128.36,-0.63,0.89,171.78,-0.87,1.15,177.68,-1.33,19.10,187.16,-2.48,8.86,209.25
54,1.800,-12.77,-0.15,113.91,12.77,-0.14,113.92,-0.01,0.00,130.96,-0.16,0.26,149.37,17.99,2.79,167.40,28.18,9.46,138.28,7.42,18.82,158.28,-18.83,2.33,165.65,-22.79,-3.44,134.88,-8.11,22.26,128.40,-0.62,0.84,171.78,-0.85,1.09,177.68,-1.31,19.01,187.20,-2.41,8.72,209.27
55,1.833,-12.77,-0.15,113.91,12.77,-0.14,113.92,-0.01,0.00,130.96,-0.16,0.24,149.37,18.00,2.74,167.34,27.83,8.86,137.98,7.38,19.02,157.90,-18.83,2.11,165.67,-22.75,-3.63,134.89,-8.30,22.21,128.45,-0.59,0.77,171.79,-0.82,1.00,177.68,-1.28,18.90,187.26,-2.31,8.53,209.30
56,1.867,-12.77,-0.15,113.91,12.77,-0.14,113.92,-0.01,0.00,130.96,-0.15,0.22,149.37,18.00,2.70,167.26,27.40,8.17,137.63,7.33,19.26,157.44,-18.82,1.85,165.69,-22.71,-3.86,134.90,-8.54,22.14,128.51,-0.56,0.68,171.79,-0.78,0.89,177.69,-1.24,18.76,187.33,-2.19,8.31,209.34
57,1.900,-12.77,-0.15,113.91,12.77,-0.14,113.92,-0.01,0.00,130.96,-0.14,0.19,149.37,18.01,2.64,167.18,26.92,7.39,137.28,7.30,19.52,156.93,-18.80,1.58,165.72,-22.67,-4.10,134.92,-8.78,22.07,128.58,-0.53,0.59,171.79,-0.73,0.78,177.69,-1.18,18.60,187.41,-2.04,8.06,209.38
58,1.933,-12.77,-0.15,113.91,12.77,-0.14,113.92,-0.01,0.00,130.96,-0.13,0.16,149.37,18.02,2.59,167.09,26.40,6.60,136.93,7.26,19.78,156.38,-18.79,1.27,165.74,-22.61,-4.37,134.93,-9.06,21.99,128.65,-0.50,0.49,171.79,-0.69,0.66,177.69,-1.16,18.45,187.48,-1.91,7.81,209.41
59,1.967,-12.77,-0.15,113.91,12.77,-0.14,113.92,-0.01,0.00,130.96,-0.12,0.13,149.37,18.03,2.54,167.01,25.87,5.81,136.61,7.23,20.04,155.81,-18.77,0.97,165.77,-22.56,-4.63,134.95,-9.33,21.91,128.72,-0.46,0.40,171.79,-0.64,0.55,177.69,-1.14,18.29,187.56,-1.77,7.57,209.45
60,2.000,-12.77,-0.15,113.91,12.77,-0.14,113.92,-0.01,0.00,130.96,-0.11,0.10,149.37,18.03,2.50,166.93,25.35,5.04,136.33,7.22,20.28,155.24,-18.75,0.70,165.79,-22.50,-4.88,134.95,-9.58,21.82,128.77,-0.44,0.33,171.79,-0.60,0.46,177.70,-1.08,18.17,187.62,-1.64,7.37,209.48
61,2.033,-12.77,-0.15,113.91,12.77,-0.14,113.92,-0.01,0.00,130.96,-0.10,0.07,149.37,18.04,2.44,166.85,24.86,4.39,136.10,7.21,20.47,154.76,-18.72,0.44,165.81,-22.45,-5.09,134.97,-9.81,21.75,128.85,-0.40,0.23,171.79,-0.55,0.34,177.70,-1.03,18.01,187.69,-1.49,7.12,209.51
62,2.067,-12.77,-0.15,113.91,12.77,-0.14,113.92,-0.01,0.00,130.96,-0.09,0.05,149.37,18.05,2.40,166.79,24.46,3.85,135.92,7.20,20.63,154.33,-18.70,0.22,165.83,-22.41,-5.28,134.97,-10.00,21.69,128.90,-0.37,0.16,171.80,-0.52,0.25,177.70,-1.00,17.89,187.75,-1.39,6.95,209.53
63,2.100,-12.77,-0.15,113.91,12.77,-0.14,113.92,-0.01,0.00,130.96,-0.09,0.03,149.37,18.05,2.37,166.74,24.15,3.44,135.80,7.21,20.75,154.01,-18.69,0.06,165.84,-22.37,-5.42,134.98,-10.14,21.64,128.94,-0.35,0.10,171.80,-0.49,0.19,177.70,-0.97,17.81,187.79,-1.30,6.82,209.55
64,2.133,-12.77,-0.15,113.91,12.77,-0.14,113.92,-0.01,0.00,130.96,-0.09,0.02,149.37,18.06,2.35,166.71,23.97,3.21,135.73,7.21,20.81,153.82,-18.67,-0.03,165.85,-22.35,-5.50,134.98,-10.22,21.61,128.97,-0.34,0.07,171.80,-0.47,0.15,177.70,-0.95,17.76,187.81,-1.25,6.74,209.56
65,2.167,-12.77,-0.15,113.91,12.77,-0.14,113.92,-0.01,0.00,130.96,-0.09,0.02,149.37,18.05,2.35,166.71,23.93,3.16,135.71,7.21,20.82,153.78,-18.67,-0.05,165.84,-22.34,-5.51,134.98,-10.23,21.60,128.97,-0.34,0.07,171.80,-0.47,0.15,177.70,-0.95,17.75,187.81,-1.25,6.72,209.56
66,2.200,-12.77,-0.15,113.91,12.77,-0.14,113.92,-0.01,0.00,130.96,-0.09,0.02,149.37,18.05,2.35,166.71,23.93,3.17,135.72,7.20,20.82,153.79,-18.68,-0.05,165.84,-22.34,-5.51,134.98,-10.22,21.60,128.97,-0.34,0.07,171.80,-0.47,0.15,177.70,-0.96,17.75,187.81,-1.26,6.72,209.56
67,2.233,-12.77,-0.15,113.91,12.77,-0.14,113.92,-0.01,0.00,130.96,-0.09,0.02,149.37,18.05,2.35,166.71,23.91,3.24,135.71,7.20,20.86,153.83,-18.68,-0.05,165.84,-22.33,-5.51,134.97,-10.21,21.60,128.97,-0.34,0.07,171.80,-0.47,0.15,177.70,-0.96,17.75,187.81,-1.26,6.72,209.56
68,2.267,-12.77,-0.15,113.91,12.77,-0.14,113.92,-0.01,0.00,130.96,-0.09,0.03,149.37,18.06,2.34,166.70,23.74,4.25,135.72,7.17,21.39,154.41,-18.67,-0.03,165.84,-22.33,-5.51,134.98,-10.21,21.59,128.96,-0.33,0.10,171.80,-0.47,0.18,177.70,-0.96,17.79,187.80,-1.25,6.78,209.55
69,2.300,-12.77,-0.15,113.91,12.77,-0.14,113.92,-0.01,0.00,130.96,-0.08,0.04,149.37,18.08,2.33,166.67,23.44,6.30,135.83,7.16,22.42,155.65,-18.65,0.02,165.86,-22.34,-5.51,135.01,-10.20,21.58,128.93,-0.31,0.14,171.80,-0.43,0.23,177.70,-0.94,17.86,187.77,-1.21,6.89,209.54
70,2.333,-12.77,-0.14,113.91,12.77,-0.14,113.92,-0.01,0.02,130.96,-0.07,0.09,149.37,18.11,2.36,166.63,23.11,9.19,136.23,7.24,23.80,157.52,-18.63,0.13,165.87,-22.34,-5.49,135.04,-10.20,21.58,128.88,-0.28,0.26,171.80,-0.40,0.37,177.70,-0.93,18.02,187.71,-1.16,7.13,209.52
