murX,murY,murZ,rightfemurX,rightfemurY,rightfemurZ,murX,murY,murZ,murX,murY,murZ,leftfemurX,leftfemurY,leftfemurZ,murX,murY,murZ,murX,murY,murZ,upperspineX,upperspineY,upperspineZ,neckX,neckY,neckZ,sphnosetipX,sphnosetipY,sphnosetipZ,sphheadtopX,sphheadtopY,sphheadtopZ,leftshoulderX,leftshoulderY,leftshoulderZ,leftelbowX,leftelbowY,leftelbowZ,leftwristX,leftwristY,leftwristZ,rightshoulderX,rightshoulderY,rightshoulderZ,rightelbowX,rightelbowY,rightelbowZ,rightwristX,rightwristY,rightwristZ
0.0,-0.14,113.91499999999999,12.77,-0.14,113.89,0.0,-0.14,113.91499999999999,0.0,-0.14,113.91499999999999,-12.77,-0.14,113.94,0.0,-0.14,113.91499999999999,0.0,-0.14,113.91499999999999,0.18,-0.63,149.36,0.51,-1.65,171.76,0.38,15.34,188.49,0.74,3.45,209.77,-18.01,-0.92,166.47,-23.41,-0.67,135.38,-7.45,25.08,135.36,18.9,-0.64,166.27,27.59,11.8,138.6,18.34,27.09,163.06
0.0,-0.14,113.91499999999999,12.77,-0.14,113.89,0.0,-0.14,113.91499999999999,0.0,-0.14,113.91499999999999,-12.77,-0.14,113.94,0.0,-0.14,113.91499999999999,0.0,-0.14,113.91499999999999,0.19,-0.69,149.36,0.54,-1.8,171.76,0.38,15.16,188.51,0.77,3.23,209.78,-17.99,-1.12,166.47,-23.4,-0.75,135.38,-7.53,25.06,135.47,18.91,-0.68,166.25,28.17,12.88,139.3,19.36,25.45,165.42
0.0,-0.14,113.91499999999999,12.77,-0.14,113.89,0.0,-0.14,113.91499999999999,0.0,-0.14,113.91499999999999,-12.77,-0.14,113.94,0.0,-0.14,113.91499999999999,0.0,-0.14,113.91499999999999,0.19,-0.67,149.36,0.54,-1.77,171.76,0.37,15.2,188.5,0.76,3.29,209.77,-17.99,-1.09,166.47,-23.38,-0.74,135.38,-7.52,25.08,135.46,18.91,-0.65,166.24,28.22,12.53,139.13,20.12,25.31,165.38
0.0,-0.14,113.91499999999999,12.77,-0.14,113.89,0.0,-0.14,113.91499999999999,0.0,-0.14,113.91499999999999,-12.77,-0.14,113.94,0.0,-0.14,113.91499999999999,0.0,-0.14,113.91499999999999,0.19,-0.64,149.36,0.53,-1.73,171.76,0.36,15.25,188.49,0.74,3.36,209.77,-17.99,-1.06,166.46,-23.36,-0.73,135.37,-7.52,25.1,135.44,18.91,-0.62,166.24,28.26,12.19,138.96,20.86,25.13,165.34
0.0,-0.14,113.91499999999999,12.77,-0.14,113.89,0.0,-0.14,113.91499999999999,0.0,-0.14,113.91499999999999,-12.77,-0.14,113.94,0.0,-0.14,113.91499999999999,0.0,-0.14,113.91499999999999,0.19,-0.62,149.36,0.53,-1.69,171.76,0.35,15.31,188.48,0.72,3.43,209.77,-17.99,-1.02,166.46,-23.35,-0.72,135.36,-7.51,25.11,135.42,18.9,-0.58,166.24,28.25,11.89,138.8,21.44,24.95,165.28
0.0,-0.14,113.91499999999999,12.77,-0.14,113.89,0.0,-0.14,113.91499999999999,0.0,-0.14,113.91499999999999,-12.77,-0.14,113.94,0.0,-0.14,113.91499999999999,0.0,-0.14,113.91499999999999,0.19,-0.59,149.36,0.52,-1.64,171.76,0.32,15.37,188.46,0.69,3.51,209.76,-18.0,-0.98,166.45,-23.33,-0.71,135.34,-7.51,25.13,135.39,18.89,-0.53,166.24,28.14,11.58,138.61,21.84,24.72,165.18
0.0,-0.14,113.91499999999999,12.77,-0.14,113.89,0.0,-0.14,113.91499999999999,0.0,-0.14,113.91499999999999,-12.77,-0.14,113.94,0.0,-0.14,113.91499999999999,0.0,-0.14,113.91499999999999,0.18,-0.55,149.36,0.51,-1.58,171.76,0.31,15.45,188.44,0.67,3.62,209.76,-18.01,-0.93,166.44,-23.31,-0.7,135.33,-7.5,25.15,135.36,18.89,-0.48,166.24,27.99,11.31,138.42,22.09,24.49,165.06
0.0,-0.14,113.91499999999999,12.77,-0.14,113.89,0.0,-0.14,113.91499999999999,0.0,-0.14,113.91499999999999,-12.77,-0.14,113.94,0.0,-0.14,113.91499999999999,0.0,-0.14,113.91499999999999,0.18,-0.53,149.36,0.51,-1.53,171.77,0.29,15.51,188.43,0.64,3.7,209.76,-18.01,-0.9,166.43,-23.3,-0.69,135.32,-7.5,25.17,135.34,18.88,-0.44,166.24,27.89,11.25,138.35,22.08,24.45,164.99
0.0,-0.14,113.91499999999999,12.77,-0.14,113.89,0.0,-0.14,113.91499999999999,0.0,-0.14,113.91499999999999,-12.77,-0.14,113.94,0.0,-0.14,113.91499999999999,0.0,-0.14,113.91499999999999,0.18,-0.51,149.37,0.5,-1.5,171.77,0.27,15.55,188.42,0.62,3.75,209.76,-18.01,-0.87,166.43,-23.28,-0.69,135.31,-7.5,25.18,135.32,18.87,-0.41,166.24,27.89,11.42,138.4,21.86,24.61,165.0
0.0,-0.14,113.91499999999999,12.77,-0.14,113.89,0.0,-0.14,113.91499999999999,0.0,-0.14,113.91499999999999,-12.77,-0.14,113.94,0.0,-0.14,113.91499999999999,0.0,-0.14,113.91499999999999,0.19,-0.47,149.37,0.51,-1.44,171.77,0.27,15.63,188.4,0.62,3.86,209.75,-18.01,-0.82,166.42,-23.26,-0.67,135.31,-7.49,25.2,135.29,18.88,-0.35,166.23,27.92,11.75,138.53,21.46,24.94,165.02
0.0,-0.14,113.91499999999999,12.77,-0.14,113.89,0.0,-0.14,113.91499999999999,0.0,-0.14,113.91499999999999,-12.77,-0.14,113.94,0.0,-0.14,113.91499999999999,0.0,-0.14,113.91499999999999,0.18,-0.45,149.37,0.49,-1.42,171.77,0.25,15.67,188.4,0.58,3.9,209.75,-18.02,-0.8,166.41,-23.24,-0.67,135.29,-7.49,25.21,135.27,18.86,-0.33,166.24,27.95,12.11,138.69,20.98,25.25,165.09
0.0,-0.14,113.91499999999999,12.77,-0.14,113.89,0.0,-0.14,113.91499999999999,0.0,-0.14,113.91499999999999,-12.77,-0.14,113.94,0.0,-0.14,113.91499999999999,0.0,-0.14,113.91499999999999,0.18,-0.43,149.37,0.49,-1.37,171.77,0.23,15.73,188.38,0.55,3.98,209.75,-18.02,-0.76,166.41,-23.22,-0.67,135.28,-7.48,25.22,135.24,18.86,-0.28,166.24,27.97,12.44,138.83,20.56,25.53,165.14
0.0,-0.14,113.91499999999999,12.77,-0.14,113.89,0.0,-0.14,113.91499999999999,0.0,-0.14,113.91499999999999,-12.77,-0.14,113.94,0.0,-0.14,113.91499999999999,0.0,-0.14,113.91499999999999,0.18,-0.39,149.37,0.49,-1.3,171.77,0.22,15.81,188.36,0.54,4.09,209.74,-18.02,-0.7,166.4,-23.21,-0.65,135.27,-7.47,25.24,135.21,18.86,-0.22,166.23,27.98,12.61,138.89,20.33,25.66,165.14
0.0,-0.14,113.91499999999999,12.77,-0.14,113.89,0.0,-0.14,113.91499999999999,0.0,-0.14,113.91499999999999,-12.77,-0.14,113.94,0.0,-0.14,113.91499999999999,0.0,-0.14,113.91499999999999,0.18,-0.37,149.37,0.48,-1.27,171.77,0.21,15.86,188.35,0.52,4.15,209.74,-18.02,-0.67,166.39,-23.19,-0.64,135.26,-7.47,25.26,135.19,18.85,-0.19,166.23,28.0,12.51,138.83,20.4,25.55,165.1
0.0,-0.14,113.91499999999999,12.77,-0.14,113.89,0.0,-0.14,113.91499999999999,0.0,-0.14,113.91499999999999,-12.77,-0.14,113.94,0.0,-0.14,113.91499999999999,0.0,-0.14,113.91499999999999,0.17,-0.35,149.37,0.47,-1.24,171.77,0.18,15.9,188.34,0.48,4.2,209.74,-18.03,-0.65,166.38,-23.17,-0.65,135.25,-7.46,25.26,135.17,18.84,-0.16,166.23,28.02,12.2,138.69,20.7,25.24,165.04
0.0,-0.14,113.91499999999999,12.77,-0.14,113.89,0.0,-0.14,113.91499999999999,0.0,-0.14,113.91499999999999,-12.77,-0.14,113.94,0.0,-0.14,113.91499999999999,0.0,-0.14,113.91499999999999,0.17,-0.33,149.37,0.47,-1.21,171.77,0.17,15.94,188.33,0.47,4.26,209.73,-18.03,-0.63,166.38,-23.16,-0.64,135.24,-7.46,25.27,135.15,18.84,-0.14,166.23,28.02,11.81,138.5,21.09,24.86,164.95
0.0,-0.14,113.91499999999999,12.77,-0.14,113.89,0.0,-0.14,113.91499999999999,0.0,-0.14,113.91499999999999,-12.77,-0.14,113.94,0.0,-0.14,113.91499999999999,0.0,-0.14,113.91499999999999,0.17,-0.31,149.37,0.46,-1.17,171.77,0.16,15.99,188.32,0.45,4.32,209.73,-18.03,-0.59,166.37,-23.14,-0.64,135.23,-7.45,25.28,135.13,18.83,-0.1,166.23,28.02,11.47,138.35,21.41,24.51,164.88
0.0,-0.14,113.91499999999999,12.77,-0.14,113.89,0.0,-0.14,113.91499999999999,0.0,-0.14,113.91499999999999,-12.77,-0.14,113.94,0.0,-0.14,113.91499999999999,0.0,-0.14,113.91499999999999,0.17,-0.29,149.37,0.46,-1.15,171.78,0.14,16.02,188.31,0.43,4.37,209.73,-18.04,-0.57,166.36,-23.12,-0.64,135.22,-7.45,25.29,135.11,18.83,-0.08,166.23,28.02,11.28,138.26,21.56,24.31,164.83
0.0,-0.14,113.91499999999999,12.77,-0.14,113.89,0.0,-0.14,113.91499999999999,0.0,-0.14,113.91499999999999,-12.77,-0.14,113.94,0.0,-0.14,113.91499999999999,0.0,-0.14,113.91499999999999,0.17,-0.27,149.37,0.45,-1.12,171.78,0.13,16.06,188.3,0.4,4.42,209.73,-18.04,-0.55,166.36,-23.1,-0.64,135.21,-7.44,25.3,135.09,18.82,-0.05,166.23,28.04,11.26,138.25,21.5,24.29,164.81
0.0,-0.14,113.91499999999999,12.77,-0.14,113.89,0.0,-0.14,113.91499999999999,0.0,-0.14,113.91499999999999,-12.77,-0.14,113.94,0.0,-0.14,113.91499999999999,0.0,-0.14,113.91499999999999,0.17,-0.26,149.37,0.45,-1.1,171.78,0.11,16.09,188.3,0.38,4.45,209.72,-18.04,-0.53,166.35,-23.09,-0.64,135.2,-7.44,25.3,135.07,18.82,-0.03,166.23,28.06,11.38,138.29,21.3,24.4,164.8
0.0,-0.14,113.91499999999999,12.77,-0.14,113.89,0.0,-0.14,113.91499999999999,0.0,-0.14,113.91499999999999,-12.77,-0.14,113.94,0.0,-0.14,113.91499999999999,0.0,-0.14,113.91499999999999,0.17,-0.25,149.37,0.44,-1.08,171.78,0.1,16.11,188.29,0.36,4.49,209.72,-18.05,-0.52,166.34,-23.07,-0.64,135.19,-7.43,25.31,135.06,18.81,-0.01,166.22,28.09,11.54,138.36,21.04,24.54,164.81
0.0,-0.14,113.91499999999999,12.77,-0.14,113.89,0.0,-0.14,113.91499999999999,0.0,-0.14,113.91499999999999,-12.77,-0.14,113.94,0.0,-0.14,113.91499999999999,0.0,-0.14,113.91499999999999,0.17,-0.24,149.37,0.44,-1.07,171.78,0.08,16.13,188.29,0.34,4.51,209.72,-18.05,-0.51,166.33,-23.05,-0.65,135.18,-7.42,25.31,135.05,18.81,0.0,166.22,28.1,11.65,138.41,20.87,24.64,164.81
0.0,-0.14,113.91499999999999,12.77,-0.14,113.89,0.0,-0.14,113.91499999999999,0.0,-0.14,113.91499999999999,-12.77,-0.14,113.94,0.0,-0.14,113.91499999999999,0.0,-0.14,113.91499999999999,0.17,-0.24,149.37,0.43,-1.06,171.78,0.07,16.14,188.28,0.31,4.52,209.72,-18.05,-0.51,166.33,-23.04,-0.65,135.17,-7.42,25.31,135.04,18.8,0.01,166.22,28.1,11.69,138.42,20.8,24.67,164.8
0.0,-0.14,113.91499999999999,12.77,-0.14,113.89,0.0,-0.14,113.91499999999999,0.0,-0.14,113.91499999999999,-12.77,-0.14,113.94,0.0,-0.14,113.91499999999999,0.0,-0.14,113.91499999999999,0.17,-0.24,149.37,0.43,-1.06,171.78,0.06,16.14,188.28,0.3,4.53,209.72,-18.05,-0.51,166.32,-23.02,-0.66,135.16,-7.41,25.31,135.04,18.8,0.01,166.22,28.09,11.69,138.42,20.81,24.68,164.8
0.0,-0.14,113.91499999999999,12.77,-0.14,113.89,0.0,-0.14,113.91499999999999,0.0,-0.14,113.91499999999999,-12.77,-0.14,113.94,0.0,-0.14,113.91499999999999,0.0,-0.14,113.91499999999999,0.16,-0.24,149.37,0.42,-1.06,171.78,0.03,16.14,188.28,0.27,4.53,209.72,-18.06,-0.51,166.31,-23.01,-0.67,135.15,-7.41,25.31,135.03,18.79,0.01,166.22,28.07,11.7,138.41,20.81,24.69,164.81
0.0,-0.14,113.91499999999999,12.77,-0.14,113.89,0.0,-0.14,113.91499999999999,0.0,-0.14,113.91499999999999,-12.77,-0.14,113.94,0.0,-0.14,113.91499999999999,0.0,-0.14,113.91499999999999,0.16,-0.24,149.37,0.42,-1.06,171.78,0.01,16.14,188.28,0.25,4.53,209.72,-18.06,-0.51,166.31,-22.99,-0.67,135.14,-7.4,25.31,135.02,18.79,0.01,166.22,28.06,11.7,138.41,20.83,24.69,164.81
0.0,-0.14,113.91499999999999,12.77,-0.14,113.89,0.0,-0.14,113.91499999999999,0.0,-0.14,113.91499999999999,-12.77,-0.14,113.94,0.0,-0.14,113.91499999999999,0.0,-0.14,113.91499999999999,0.16,-0.24,149.37,0.41,-1.05,171.78,-0.02,16.15,188.27,0.21,4.56,209.71,-18.06,-0.51,166.3,-22.97,-0.68,135.13,-7.39,25.3,135.02,18.78,0.02,166.22,28.05,11.71,138.41,20.83,24.69,164.82
0.0,-0.14,113.91499999999999,12.77,-0.14,113.89,0.0,-0.14,113.91499999999999,0.0,-0.14,113.91499999999999,-12.77,-0.14,113.94,0.0,-0.14,113.91499999999999,0.0,-0.14,113.91499999999999,0.16,-0.24,149.37,0.41,-1.05,171.78,-0.04,16.16,188.26,0.19,4.57,209.71,-18.06,-0.52,166.29,-22.96,-0.69,135.12,-7.38,25.3,135.02,18.78,0.02,166.22,28.05,11.71,138.41,20.84,24.69,164.82
0.0,-0.14,113.91499999999999,12.77,-0.14,113.89,0.0,-0.14,113.91499999999999,0.0,-0.14,113.91499999999999,-12.77,-0.14,113.94,0.0,-0.14,113.91499999999999,0.0,-0.14,113.91499999999999,0.16,-0.24,149.37,0.41,-1.05,171.78,-0.05,16.16,188.26,0.17,4.57,209.71,-18.06,-0.52,166.29,-22.94,-0.69,135.11,-7.38,25.3,135.01,18.77,0.02,166.21,28.04,11.71,138.4,20.84,24.69,164.82
0.0,-0.14,113.91499999999999,12.77,-0.14,113.89,0.0,-0.14,113.91499999999999,0.0,-0.14,113.91499999999999,-12.77,-0.14,113.94,0.0,-0.14,113.91499999999999,0.0,-0.14,113.91499999999999,0.16,-0.24,149.37,0.4,-1.05,171.78,-0.05,16.16,188.27,0.16,4.56,209.71,-18.07,-0.52,166.28,-22.93,-0.69,135.1,-7.37,25.3,135.01,18.77,0.02,166.21,28.02,11.7,138.4,20.84,24.69,164.81
0.0,-0.14,113.91499999999999,12.77,-0.14,113.89,0.0,-0.14,113.91499999999999,0.0,-0.14,113.91499999999999,-12.77,-0.14,113.94,0.0,-0.14,113.91499999999999,0.0,-0.14,113.91499999999999,0.16,-0.24,149.37,0.4,-1.05,171.78,-0.04,16.15,188.27,0.16,4.55,209.72,-18.07,-0.52,166.27,-22.91,-0.7,135.09,-7.36,25.3,135.01,18.76,0.02,166.21,28.0,11.69,138.39,20.82,24.69,164.8
0.0,-0.14,113.91499999999999,12.77,-0.14,113.89,0.0,-0.14,113.91499999999999,0.0,-0.14,113.91499999999999,-12.77,-0.14,113.94,0.0,-0.14,113.91499999999999,0.0,-0.14,113.91499999999999,0.15,-0.23,149.37,0.38,-1.03,171.78,-0.03,16.18,188.27,0.14,4.58,209.72,-18.08,-0.51,166.26,-22.9,-0.71,135.07,-7.36,25.3,134.98,18.75,0.06,166.22,27.89,11.6,138.31,20.61,24.76,164.62
0.0,-0.14,113.91499999999999,12.77,-0.14,113.89,0.0,-0.14,113.91499999999999,0.0,-0.14,113.91499999999999,-12.77,-0.14,113.94,0.0,-0.14,113.91499999999999,0.0,-0.14,113.91499999999999,0.14,-0.22,149.37,0.35,-0.98,171.78,-0.07,16.25,188.26,0.08,4.67,209.71,-18.11,-0.49,166.24,-22.88,-0.76,135.04,-7.38,25.28,134.94,18.72,0.17,166.25,27.6,11.32,138.1,20.0,24.92,164.09
0.0,-0.14,113.91,12.77,-0.14,113.89,0.0,-0.14,113.91,0.0,-0.14,113.91,-12.77,-0.14,113.93,0.0,-0.14,113.91,0.0,-0.14,113.91,0.13,-0.2,149.37,0.3,-0.9,171.78,-0.12,16.36,188.23,-0.01,4.81,209.71,-18.15,-0.46,166.21,-22.86,-0.81,135.01,-7.4,25.25,134.86,18.67,0.33,166.29,27.17,10.86,137.78,19.05,25.12,163.25
0.0,-0.14,113.915,12.77,-0.14,113.9,0.0,-0.14,113.915,0.0,-0.14,113.915,-12.77,-0.14,113.93,0.0,-0.14,113.915,0.0,-0.14,113.915,0.11,-0.18,149.37,0.24,-0.8,171.79,-0.2,16.5,188.19,-0.13,5.01,209.69,-18.2,-0.42,166.17,-22.84,-0.89,134.96,-7.44,25.21,134.76,18.62,0.54,166.34,26.65,10.21,137.39,17.83,25.28,162.15
0.0,-0.14,113.915,12.77,-0.14,113.9,0.0,-0.14,113.915,0.0,-0.14,113.915,-12.77,-0.14,113.93,0.0,-0.14,113.915,0.0,-0.14,113.915,0.08,-0.16,149.37,0.17,-0.69,171.79,-0.29,16.66,188.14,-0.26,5.22,209.68,-18.26,-0.38,166.13,-22.82,-0.97,134.91,-7.49,25.16,134.65,18.55,0.79,166.4,26.11,9.37,136.98,16.41,25.33,160.84
0.0,-0.14,113.915,12.77,-0.14,113.9,0.0,-0.14,113.915,0.0,-0.14,113.915,-12.77,-0.14,113.93,0.0,-0.14,113.915,0.0,-0.14,113.915,0.06,-0.12,149.37,0.09,-0.55,171.79,-0.38,16.87,188.08,-0.39,5.52,209.66,-18.32,-0.3,166.09,-22.79,-1.05,134.85,-7.52,25.12,134.51,18.48,1.06,166.46,25.61,8.31,136.58,14.91,25.19,159.35
0.0,-0.14,113.91499999999999,12.77,-0.14,113.91,0.0,-0.14,113.91499999999999,0.0,-0.14,113.91499999999999,-12.77,-0.14,113.92,0.0,-0.14,113.91499999999999,0.0,-0.14,113.91499999999999,0.03,-0.1,149.37,0.0,-0.43,171.79,-0.51,17.03,188.03,-0.57,5.74,209.64,-18.4,-0.28,166.03,-22.77,-1.17,134.79,-7.59,25.05,134.39,18.4,1.35,166.53,25.15,7.12,136.25,13.34,24.86,157.79
0.0,-0.14,113.91499999999999,12.77,-0.14,113.91,0.0,-0.14,113.91499999999999,0.0,-0.14,113.91499999999999,-12.77,-0.14,113.92,0.0,-0.14,113.91499999999999,0.0,-0.14,113.91499999999999,0.0,-0.07,149.37,-0.09,-0.3,171.8,-0.62,17.23,187.97,-0.73,6.02,209.62,-18.47,-0.22,165.98,-22.74,-1.27,134.73,-7.64,25.0,134.25,18.31,1.64,166.59,24.81,5.81,136.0,11.84,24.3,156.19
0.0,-0.14,113.91499999999999,12.77,-0.14,113.92,0.0,-0.14,113.91499999999999,0.0,-0.14,113.91499999999999,-12.77,-0.14,113.91,0.0,-0.14,113.91499999999999,0.0,-0.14,113.91499999999999,-0.05,-0.03,149.37,-0.2,-0.16,171.8,-0.76,17.43,187.92,-0.92,6.28,209.6,-18.56,-0.16,165.93,-22.73,-1.36,134.67,-7.71,24.95,134.12,18.2,1.93,166.66,24.6,4.47,135.86,10.45,23.57,154.65
0.0,-0.14,113.91,12.77,-0.14,113.92,0.0,-0.14,113.91,0.0,-0.14,113.91,-12.77,-0.14,113.9,0.0,-0.14,113.91,0.0,-0.14,113.91,-0.08,0.0,149.37,-0.28,-0.03,171.8,-0.88,17.61,187.86,-1.08,6.54,209.58,-18.63,-0.11,165.88,-22.71,-1.45,134.62,-7.76,24.9,134.0,18.12,2.21,166.72,24.5,3.17,135.83,9.24,22.71,153.24
0.0,-0.14500000000000002,113.915,12.77,-0.14,113.93,0.0,-0.14500000000000002,113.915,0.0,-0.14500000000000002,113.915,-12.77,-0.15,113.9,0.0,-0.14500000000000002,113.915,0.0,-0.14500000000000002,113.915,-0.11,0.02,149.37,-0.36,0.08,171.8,-0.97,17.77,187.81,-1.22,6.75,209.56,-18.69,-0.07,165.84,-22.69,-1.53,134.57,-7.8,24.86,133.9,18.04,2.44,166.77,24.5,1.98,135.88,8.25,21.81,152.03
0.0,-0.14500000000000002,113.915,12.77,-0.14,113.93,0.0,-0.14500000000000002,113.915,0.0,-0.14500000000000002,113.915,-12.77,-0.15,113.9,0.0,-0.14500000000000002,113.915,0.0,-0.14500000000000002,113.915,-0.11,0.02,149.37,-0.36,0.08,171.8,-0.98,17.77,187.81,-1.23,6.75,209.56,-18.69,-0.07,165.83,-22.67,-1.52,134.56,-7.79,24.87,133.9,18.03,2.43,166.76,24.4,2.2,135.85,8.04,21.64,152.36
0.0,-0.14500000000000002,113.915,12.77,-0.14,113.93,0.0,-0.14500000000000002,113.915,0.0,-0.14500000000000002,113.915,-12.77,-0.15,113.9,0.0,-0.14500000000000002,113.915,0.0,-0.14500000000000002,113.915,-0.11,0.02,149.37,-0.36,0.08,171.8,-0.98,17.77,187.81,-1.24,6.75,209.56,-18.69,-0.07,165.83,-22.66,-1.5,134.55,-7.77,24.88,133.92,18.03,2.41,166.75,24.29,2.45,135.82,7.8,21.44,152.72
0.0,-0.14500000000000002,113.915,12.77,-0.14,113.93,0.0,-0.14500000000000002,113.915,0.0,-0.14500000000000002,113.915,-12.77,-0.15,113.9,0.0,-0.14500000000000002,113.915,0.0,-0.14500000000000002,113.915,-0.11,0.02,149.37,-0.37,0.08,171.8,-0.99,17.77,187.81,-1.25,6.75,209.56,-18.7,-0.07,165.82,-22.65,-1.48,134.55,-7.75,24.89,133.92,18.03,2.4,166.75,24.18,2.71,135.79,7.58,21.23,153.09
0.0,-0.14500000000000002,113.915,12.77,-0.14,113.93,0.0,-0.14500000000000002,113.915,0.0,-0.14500000000000002,113.915,-12.77,-0.15,113.9,0.0,-0.14500000000000002,113.915,0.0,-0.14500000000000002,113.915,-0.11,0.02,149.37,-0.37,0.08,171.8,-0.99,17.77,187.81,-1.26,6.75,209.56,-18.7,-0.06,165.82,-22.64,-1.47,134.54,-7.73,24.9,133.94,18.03,2.38,166.74,24.08,2.93,135.77,7.38,21.04,153.42
