"frame","seconds","leftfemurX","leftfemurY","leftfemurZ","rightfemurX","rightfemurY","rightfemurZ","waistX","waistY","waistZ","upperspineX","upperspineY","upperspineZ","rightshoulderX","rightshoulderY","rightshoulderZ","rightelbowX","rightelbowY","rightelbowZ","rightwristX","rightwristY","rightwristZ","leftshoulderX","leftshoulderY","leftshoulderZ","leftelbowX","leftelbowY","leftelbowZ","leftwristX","leftwristY","leftwristZ","neckX","neckY","neckZ","headbaseX","headbaseY","headbaseZ","sphnosetipX","sphnosetipY","sphnosetipZ","sphheadtopX","sphheadtopY","sphheadtopZ"
22,0.733,-12.77,-0.14,113.91,12.77,-0.14,113.91,0.00,0.10,130.96,-0.01,0.63,149.36,18.42,1.48,166.52,31.71,11.86,139.84,10.19,17.88,160.31,-18.47,2.37,166.07,-20.49,-7.22,136.08,-21.78,6.63,109.16,-0.07,1.68,171.77,-0.02,1.96,177.66,0.02,19.83,187.32,0.56,9.39,209.34
23,0.767,-12.77,-0.14,113.91,12.77,-0.14,113.91,0.00,0.10,130.96,-0.01,0.63,149.36,18.42,1.48,166.51,31.70,11.87,139.84,10.20,17.93,160.31,-18.47,2.37,166.07,-20.47,-7.23,136.07,-21.75,6.62,109.15,-0.07,1.68,171.77,-0.03,1.96,177.66,0.01,19.83,187.31,0.55,9.39,209.34
24,0.800,-12.77,-0.14,113.91,12.77,-0.14,113.91,0.00,0.10,130.96,-0.01,0.63,149.36,18.40,1.49,166.52,31.69,11.85,139.83,10.19,17.88,160.31,-18.48,2.37,166.06,-20.45,-7.23,136.06,-21.71,6.61,109.13,-0.08,1.68,171.77,-0.05,1.97,177.66,-0.02,19.84,187.31,0.51,9.40,209.34
25,0.833,-12.77,-0.14,113.91,12.77,-0.14,113.91,0.00,0.10,130.96,-0.01,0.63,149.36,18.40,1.48,166.51,31.70,11.80,139.81,10.19,17.72,160.32,-18.48,2.36,166.05,-20.43,-7.24,136.05,-21.68,6.60,109.13,-0.08,1.68,171.77,-0.05,1.97,177.66,-0.03,19.84,187.31,0.50,9.40,209.34
26,0.867,-12.77,-0.14,113.91,12.77,-0.14,113.91,0.00,0.10,130.96,-0.02,0.63,149.36,18.40,1.49,166.51,31.71,11.73,139.80,10.18,17.51,160.32,-18.48,2.36,166.04,-20.41,-7.24,136.04,-21.64,6.60,109.11,-0.09,1.68,171.77,-0.06,1.97,177.66,-0.04,19.84,187.31,0.48,9.41,209.34
27,0.900,-12.77,-0.14,113.91,12.77,-0.14,113.91,0.00,0.10,130.96,-0.02,0.63,149.36,18.39,1.49,166.51,31.73,11.66,139.78,10.18,17.28,160.32,-18.49,2.36,166.04,-20.39,-7.24,136.04,-21.60,6.59,109.11,-0.09,1.68,171.76,-0.06,1.97,177.66,-0.06,19.84,187.31,0.46,9.41,209.34
28,0.933,-12.77,-0.14,113.91,12.77,-0.14,113.91,0.00,0.10,130.96,-0.02,0.63,149.36,18.38,1.49,166.51,31.75,11.60,139.76,10.18,17.10,160.33,-18.49,2.36,166.03,-20.37,-7.25,136.03,-21.57,6.58,109.09,-0.10,1.68,171.76,-0.07,1.97,177.66,-0.07,19.85,187.30,0.43,9.42,209.34
29,0.967,-12.77,-0.14,113.91,12.77,-0.14,113.91,0.00,0.10,130.96,-0.02,0.63,149.36,18.38,1.49,166.51,31.75,11.56,139.75,10.18,16.98,160.33,-18.49,2.35,166.02,-20.35,-7.25,136.02,-21.53,6.57,109.08,-0.10,1.68,171.76,-0.08,1.98,177.66,-0.09,19.85,187.30,0.41,9.42,209.34
30,1.000,-12.77,-0.14,113.91,12.77,-0.14,113.91,0.00,0.10,130.96,-0.02,0.63,149.36,18.37,1.49,166.50,31.74,11.54,139.74,10.18,16.93,160.34,-18.50,2.35,166.01,-20.34,-7.26,136.01,-21.50,6.57,109.07,-0.11,1.69,171.76,-0.08,1.98,177.66,-0.10,19.85,187.30,0.39,9.43,209.34
31,1.033,-12.77,-0.14,113.91,12.77,-0.14,113.91,0.00,0.10,130.96,-0.02,0.63,149.36,18.37,1.49,166.50,31.66,11.62,139.73,10.10,17.06,160.31,-18.49,2.35,166.01,-20.32,-7.26,136.00,-21.46,6.58,109.07,-0.11,1.68,171.76,-0.09,1.97,177.66,-0.11,19.85,187.30,0.37,9.42,209.34
32,1.067,-12.77,-0.14,113.92,12.77,-0.14,113.91,0.00,0.10,130.96,-0.01,0.62,149.36,18.40,1.56,166.48,30.85,12.55,139.64,9.20,18.21,160.07,-18.47,2.22,166.03,-20.28,-7.34,136.00,-21.48,6.63,109.14,-0.08,1.64,171.77,-0.06,1.93,177.67,-0.15,19.79,187.32,0.32,9.35,209.35
33,1.100,-12.77,-0.14,113.92,12.77,-0.14,113.91,0.01,0.09,130.96,0.02,0.59,149.37,18.45,1.66,166.43,29.31,14.17,139.57,7.49,20.28,159.69,-18.43,2.02,166.06,-20.24,-7.45,136.01,-21.52,6.79,109.30,-0.02,1.57,171.77,-0.00,1.85,177.67,-0.18,19.70,187.35,0.27,9.22,209.36
34,1.133,-12.77,-0.14,113.92,12.77,-0.14,113.90,0.01,0.09,130.96,0.04,0.55,149.37,18.50,1.81,166.38,27.11,16.24,139.66,5.06,22.95,159.33,-18.37,1.75,166.11,-20.20,-7.58,136.02,-21.57,7.04,109.52,0.06,1.48,171.77,0.07,1.74,177.67,-0.23,19.57,187.39,0.19,9.05,209.38
35,1.167,-12.77,-0.14,113.93,12.77,-0.14,113.90,0.02,0.08,130.96,0.08,0.52,149.37,18.57,1.96,166.32,24.40,18.43,140.04,2.06,25.86,159.12,-18.29,1.46,166.17,-20.17,-7.71,136.03,-21.61,7.40,109.81,0.15,1.38,171.78,0.16,1.63,177.68,-0.27,19.43,187.44,0.12,8.86,209.40
36,1.200,-12.77,-0.14,113.93,12.77,-0.14,113.90,0.02,0.07,130.96,0.10,0.48,149.37,18.63,2.11,166.26,21.36,20.50,140.76,-1.28,28.71,159.15,-18.22,1.17,166.22,-20.15,-7.81,136.03,-21.62,7.88,110.15,0.24,1.29,171.78,0.23,1.52,177.68,-0.32,19.29,187.48,0.05,8.67,209.42
37,1.233,-12.77,-0.14,113.93,12.77,-0.14,113.89,0.03,0.07,130.96,0.13,0.45,149.37,18.67,2.25,166.21,18.25,22.25,141.80,-4.70,31.24,159.42,-18.16,0.93,166.26,-20.16,-7.86,136.02,-21.58,8.49,110.56,0.31,1.21,171.78,0.31,1.42,177.68,-0.36,19.17,187.52,-0.01,8.50,209.44
38,1.267,-12.77,-0.14,113.94,12.77,-0.14,113.89,0.03,0.07,130.96,0.15,0.43,149.37,18.70,2.36,166.17,15.33,23.57,143.05,-7.90,33.34,159.87,-18.12,0.77,166.29,-20.20,-7.83,136.00,-21.45,9.24,111.00,0.36,1.15,171.78,0.35,1.36,177.68,-0.39,19.09,187.55,-0.05,8.39,209.45
39,1.300,-12.77,-0.14,113.94,12.77,-0.14,113.89,0.03,0.07,130.96,0.16,0.42,149.37,18.71,2.41,166.16,13.07,24.43,144.26,-10.34,34.93,160.38,-18.10,0.71,166.30,-20.28,-7.70,135.96,-21.20,10.13,111.48,0.38,1.13,171.78,0.36,1.34,177.68,-0.41,19.07,187.56,-0.08,8.35,209.46
40,1.333,-12.77,-0.14,113.94,12.77,-0.14,113.89,0.03,0.07,130.96,0.15,0.42,149.37,18.70,2.40,166.16,14.16,24.68,144.28,-8.50,36.00,160.90,-18.10,0.72,166.29,-20.40,-7.50,135.91,-20.83,11.13,112.02,0.37,1.13,171.78,0.36,1.34,177.68,-0.42,19.07,187.55,-0.10,8.36,209.46
41,1.367,-12.77,-0.14,113.94,12.77,-0.14,113.89,0.03,0.07,130.96,0.15,0.42,149.37,18.70,2.37,166.16,15.26,24.89,144.32,-6.59,36.97,161.49,-18.10,0.75,166.28,-20.53,-7.26,135.85,-20.38,12.20,112.63,0.37,1.13,171.78,0.35,1.34,177.68,-0.41,19.07,187.55,-0.11,8.36,209.45
42,1.400,-12.77,-0.14,113.94,12.77,-0.14,113.89,0.03,0.07,130.96,0.15,0.42,149.37,18.70,2.32,166.16,16.38,25.03,144.37,-4.61,37.81,162.08,-18.11,0.80,166.27,-20.67,-6.98,135.80,-19.83,13.32,113.32,0.36,1.13,171.78,0.35,1.34,177.68,-0.41,19.07,187.55,-0.12,8.37,209.45
43,1.433,-12.77,-0.14,113.94,12.77,-0.14,113.89,0.03,0.07,130.96,0.15,0.42,149.37,18.70,2.25,166.16,17.53,25.06,144.38,-2.56,38.55,162.60,-18.11,0.85,166.26,-20.80,-6.68,135.73,-19.16,14.45,114.08,0.36,1.13,171.78,0.34,1.34,177.68,-0.40,19.08,187.55,-0.12,8.37,209.45
44,1.467,-12.77,-0.14,113.94,12.77,-0.14,113.89,0.03,0.07,130.96,0.15,0.42,149.37,18.71,2.17,166.16,18.72,24.95,144.31,-0.44,39.15,163.00,-18.11,0.94,166.25,-20.96,-6.33,135.67,-18.42,15.61,114.93,0.36,1.13,171.78,0.34,1.34,177.68,-0.37,19.08,187.54,-0.12,8.38,209.45
45,1.500,-12.77,-0.14,113.94,12.77,-0.14,113.89,0.03,0.07,130.96,0.15,0.42,149.37,18.71,2.08,166.16,19.93,24.66,144.14,1.75,39.62,163.22,-18.11,1.02,166.24,-21.13,-5.98,135.62,-17.60,16.71,115.85,0.36,1.13,171.78,0.33,1.34,177.68,-0.36,19.09,187.53,-0.14,8.40,209.45
46,1.533,-12.77,-0.14,113.94,12.77,-0.14,113.89,0.03,0.07,130.96,0.15,0.42,149.37,18.71,1.99,166.16,21.22,24.14,143.82,4.12,39.97,163.19,-18.11,1.11,166.23,-21.29,-5.60,135.56,-16.70,17.78,116.84,0.36,1.13,171.78,0.33,1.34,177.68,-0.33,19.09,187.53,-0.12,8.40,209.45
47,1.567,-12.77,-0.14,113.94,12.77,-0.14,113.89,0.03,0.07,130.96,0.15,0.42,149.37,18.71,1.88,166.16,22.69,23.30,143.33,6.92,40.28,162.84,-18.11,1.22,166.22,-21.45,-5.20,135.50,-15.73,18.79,117.90,0.35,1.13,171.78,0.33,1.35,177.68,-0.31,19.10,187.53,-0.13,8.41,209.44
48,1.600,-12.77,-0.14,113.94,12.77,-0.14,113.89,0.03,0.07,130.96,0.15,0.42,149.37,18.71,1.78,166.16,24.13,22.21,142.73,9.85,40.43,162.27,-18.11,1.32,166.21,-21.60,-4.78,135.45,-14.71,19.72,119.01,0.35,1.13,171.78,0.32,1.35,177.68,-0.28,19.10,187.52,-0.13,8.42,209.44
49,1.633,-12.77,-0.14,113.93,12.77,-0.13,113.90,0.02,0.07,130.96,0.13,0.43,149.37,18.69,1.68,166.17,25.43,20.93,142.09,12.68,40.30,161.60,-18.13,1.43,166.20,-21.77,-4.36,135.39,-13.69,20.55,120.15,0.32,1.15,171.78,0.29,1.36,177.68,-0.29,19.12,187.51,-0.17,8.45,209.44
50,1.667,-12.77,-0.14,113.93,12.77,-0.13,113.90,0.02,0.07,130.96,0.13,0.43,149.37,18.69,1.57,166.18,26.53,19.53,141.44,15.29,39.82,160.92,-18.13,1.55,166.19,-21.92,-3.92,135.34,-12.65,21.30,121.34,0.31,1.15,171.78,0.28,1.36,177.68,-0.27,19.13,187.51,-0.18,8.47,209.44
51,1.700,-12.77,-0.14,113.93,12.77,-0.13,113.90,0.02,0.07,130.96,0.13,0.43,149.37,18.69,1.47,166.18,27.37,18.11,140.81,17.41,39.01,160.36,-18.13,1.65,166.18,-22.06,-3.49,135.29,-11.64,21.95,122.54,0.31,1.15,171.78,0.28,1.36,177.68,-0.24,19.13,187.50,-0.16,8.47,209.44
52,1.733,-12.77,-0.14,113.93,12.77,-0.13,113.90,0.02,0.07,130.96,0.13,0.43,149.37,18.69,1.37,166.18,27.90,16.82,140.25,18.83,37.95,159.98,-18.13,1.75,166.17,-22.18,-3.05,135.24,-10.66,22.51,123.76,0.31,1.15,171.78,0.27,1.37,177.68,-0.22,19.14,187.50,-0.17,8.49,209.43
53,1.767,-12.77,-0.14,113.93,12.77,-0.13,113.90,0.02,0.07,130.96,0.13,0.43,149.37,18.69,1.28,166.18,28.19,15.48,139.65,19.69,36.56,159.68,-18.12,1.83,166.16,-22.29,-2.63,135.20,-9.76,22.99,124.96,0.31,1.15,171.78,0.27,1.36,177.68,-0.19,19.14,187.50,-0.16,8.49,209.43
54,1.800,-12.77,-0.14,113.93,12.77,-0.13,113.90,0.02,0.07,130.96,0.13,0.43,149.37,18.69,1.20,166.18,28.31,14.05,139.02,20.09,34.86,159.44,-18.12,1.91,166.15,-22.40,-2.22,135.16,-8.94,23.39,126.15,0.31,1.15,171.78,0.27,1.37,177.68,-0.17,19.14,187.49,-0.16,8.50,209.43
55,1.833,-12.77,-0.14,113.93,12.77,-0.13,113.90,0.02,0.07,130.96,0.13,0.43,149.37,18.69,1.12,166.18,28.33,12.62,138.42,20.21,33.06,159.27,-18.11,1.99,166.14,-22.48,-1.81,135.12,-8.19,23.74,127.31,0.30,1.15,171.78,0.27,1.37,177.68,-0.15,19.14,187.49,-0.15,8.50,209.43
56,1.867,-12.77,-0.14,113.93,12.77,-0.13,113.90,0.02,0.07,130.96,0.13,0.43,149.37,18.68,1.06,166.18,28.30,11.35,137.94,20.24,31.41,159.17,-18.11,2.05,166.14,-22.55,-1.43,135.09,-7.55,24.04,128.42,0.30,1.15,171.78,0.27,1.37,177.68,-0.13,19.15,187.49,-0.15,8.51,209.43
57,1.900,-12.77,-0.14,113.93,12.77,-0.13,113.90,0.02,0.07,130.96,0.13,0.43,149.37,18.68,1.02,166.18,28.27,10.35,137.60,20.30,30.14,159.12,-18.11,2.09,166.13,-22.60,-1.08,135.06,-7.03,24.31,129.48,0.30,1.14,171.78,0.26,1.37,177.68,-0.12,19.15,187.48,-0.15,8.51,209.43
58,1.933,-12.77,-0.14,113.93,12.77,-0.13,113.90,0.02,0.07,130.96,0.12,0.43,149.37,18.68,1.00,166.18,28.25,9.77,137.42,20.37,29.43,159.09,-18.11,2.12,166.12,-22.64,-0.76,135.03,-6.62,24.56,130.48,0.30,1.15,171.78,0.26,1.37,177.68,-0.12,19.15,187.48,-0.16,8.52,209.43
59,1.967,-12.77,-0.14,113.93,12.77,-0.13,113.90,0.02,0.07,130.96,0.12,0.43,149.37,18.68,0.99,166.18,28.25,9.68,137.39,20.39,29.32,159.08,-18.11,2.12,166.12,-22.67,-0.47,135.00,-6.33,24.79,131.42,0.29,1.15,171.78,0.26,1.37,177.68,-0.13,19.14,187.49,-0.18,8.51,209.43
60,2.000,-12.77,-0.14,113.93,12.77,-0.13,113.90,0.02,0.07,130.96,0.12,0.43,149.37,18.68,0.99,166.18,28.24,9.68,137.39,20.39,29.32,159.08,-18.11,2.13,166.12,-22.68,-0.21,134.98,-6.12,25.02,132.29,0.29,1.14,171.78,0.25,1.37,177.68,-0.13,19.14,187.49,-0.18,8.50,209.43
61,2.033,-12.77,-0.14,113.93,12.77,-0.13,113.90,0.02,0.07,130.96,0.12,0.43,149.37,18.67,0.99,166.18,28.24,9.68,137.39,20.38,29.32,159.09,-18.11,2.13,166.11,-22.68,0.04,134.95,-5.99,25.26,133.08,0.29,1.15,171.78,0.25,1.37,177.68,-0.14,19.14,187.49,-0.20,8.50,209.43
62,2.067,-12.77,-0.14,113.93,12.77,-0.13,113.90,0.02,0.07,130.96,0.12,0.43,149.37,18.67,1.00,166.18,28.21,9.67,137.38,20.38,29.34,159.06,-18.11,2.13,166.10,-22.67,0.45,134.92,-5.94,25.71,134.37,0.29,1.15,171.78,0.25,1.37,177.68,-0.14,19.15,187.49,-0.20,8.51,209.43
63,2.100,-12.77,-0.14,113.93,12.77,-0.13,113.90,0.02,0.07,130.96,0.12,0.44,149.37,18.67,1.04,166.18,28.06,9.63,137.30,20.37,29.46,158.87,-18.11,2.13,166.10,-22.62,0.94,134.89,-6.17,26.37,135.84,0.29,1.17,171.78,0.24,1.39,177.68,-0.15,19.17,187.48,-0.20,8.55,209.42
64,2.133,-12.77,-0.14,113.93,12.77,-0.13,113.90,0.02,0.07,130.96,0.12,0.45,149.37,18.67,1.12,166.18,27.80,9.53,137.17,20.35,29.69,158.52,-18.11,2.13,166.09,-22.55,1.41,134.86,-6.69,27.12,137.21,0.29,1.20,171.78,0.24,1.43,177.68,-0.16,19.22,187.46,-0.18,8.62,209.41
65,2.167,-12.77,-0.14,113.93,12.77,-0.13,113.90,0.02,0.08,130.96,0.12,0.47,149.37,18.67,1.22,166.17,27.43,9.40,136.98,20.33,30.01,158.03,-18.11,2.12,166.09,-22.45,1.85,134.83,-7.47,27.93,138.48,0.28,1.25,171.78,0.25,1.49,177.68,-0.18,19.29,187.43,-0.16,8.73,209.40
66,2.200,-12.77,-0.14,113.93,12.77,-0.13,113.90,0.02,0.08,130.96,0.12,0.49,149.37,18.66,1.36,166.17,26.97,9.25,136.77,20.28,30.39,157.41,-18.12,2.09,166.08,-22.34,2.26,134.80,-8.50,28.77,139.68,0.28,1.31,171.78,0.24,1.55,177.68,-0.21,19.38,187.39,-0.15,8.85,209.39
67,2.233,-12.77,-0.14,113.93,12.77,-0.13,113.90,0.02,0.08,130.96,0.12,0.51,149.37,18.66,1.47,166.17,26.45,9.01,136.53,20.30,30.77,156.69,-18.12,2.10,166.07,-22.23,2.71,134.79,-9.69,29.62,140.81,0.28,1.37,171.78,0.24,1.63,177.68,-0.21,19.47,187.36,-0.11,8.99,209.37
68,2.267,-12.77,-0.14,113.93,12.77,-0.13,113.90,0.02,0.09,130.96,0.12,0.54,149.37,18.65,1.64,166.16,25.86,8.80,136.29,20.24,31.22,155.88,-18.13,2.07,166.06,-22.14,3.09,134.78,-11.12,30.41,141.89,0.27,1.44,171.77,0.24,1.71,177.67,-0.25,19.57,187.32,-0.09,9.14,209.35
69,2.300,-12.77,-0.14,113.93,12.77,-0.13,113.90,0.02,0.09,130.96,0.12,0.57,149.37,18.65,1.79,166.16,25.24,8.56,136.05,20.21,31.65,155.00,-18.13,2.05,166.06,-22.05,3.49,134.78,-12.67,31.12,142.93,0.27,1.51,171.77,0.25,1.79,177.67,-0.27,19.67,187.27,-0.05,9.29,209.33
70,2.333,-12.77,-0.14,113.93,12.77,-0.13,113.90,0.02,0.10,130.96,0.12,0.59,149.36,18.64,1.94,166.15,24.61,8.30,135.82,20.19,32.06,154.09,-18.14,2.03,166.05,-21.98,3.88,134.78,-14.32,31.73,143.94,0.27,1.57,171.77,0.25,1.87,177.67,-0.30,19.77,187.23,-0.03,9.44,209.31
71,2.367,-12.77,-0.14,113.93,12.77,-0.13,113.90,0.02,0.10,130.96,0.12,0.61,149.36,18.64,2.08,166.14,23.97,8.02,135.61,20.18,32.44,153.15,-18.14,2.02,166.05,-21.93,4.29,134.80,-16.01,32.22,144.95,0.27,1.63,171.77,0.25,1.94,177.66,-0.32,19.86,187.19,0.01,9.57,209.30
72,2.400,-12.77,-0.14,113.93,12.77,-0.13,113.90,0.02,0.10,130.96,0.12,0.64,149.36,18.63,2.20,166.14,23.35,7.75,135.43,20.19,32.77,152.22,-18.14,2.01,166.04,-21.89,4.70,134.82,-17.69,32.57,145.95,0.27,1.69,171.76,0.25,2.00,177.66,-0.34,19.94,187.16,0.03,9.69,209.28
